Name,Address,Phone,Rating,AvgCost,Popular Dishes,Location,Pizza,Fast Food,Pasta,Beverages,Desserts,Rolls,North Indian,Chinese,Momos,Street Food,Biryani,South Indian,Mithai,Wraps,Burger,Bakery,Tea,Sandwich,Mughlai,Kebab,Hyderabadi,Healthy Food,Salad,Coffee,Lucknowi,Sichuan,Continental,American,Tibetan,Maharashtrian,Andhra,Cafe,Asian,Shake,Italian,Seafood,Kerala,Ice Cream,Mexican,Juices,cuisine_tag_count,good service,Dine-in,hygiene,delivery,good food,Ambiance,Value For Money,packaging,healthy,review_tags_count,cluster_description,clusters
Burger King,"C 135, Ground Floor & Mezanine Floor, Gautam Buddha Nagar, Sector 2, Noida",918433968235,4.1,400,Cheesy Fries|Chocolate Shake|Wrap|French Fries|Burgers|,East Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,High Rating and Medium Cost,0
Khadak Singh Da Dhaba,"P-40, Mayur Vihar Phase 1, New Delhi",919717968181,3.9,200,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
South Indian Fast Food,"Shop 3 & 4, DDA Market, Pocket A, Mayur Vihar Phase 2, New Delhi",919999746007,4.1,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,High Rating and Medium Cost,0
Youth Dosa,"Shop 1, House 1, Ground Floor, Chilla Village, Mayur Vihar Phase 1, New Delhi",917827840448,4.0,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Low Rating and Medium Cost,5
Parantha Express,"D-370 & 371, Ground Floor, Pandav Nagar, New Delhi",918447878447,4.1,100,None,East Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Rating and Low Cost,1
Domino's Pizza,"1/1-A & 2, Anupama Arcade, Mayur Vihar Phase 1, New Delhi",911141614710,4.2,400,Sweet Corn Pizza|Spicy Chicken|Cheese Burst|Pizzas|,East Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,High Rating and Medium Cost,0
White Cub,"Unit D-205, Zone-1, Sector 10, Noida",918595314871,3.9,100,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Biryani By Kilo,"246/67, School Block, East Mandavali, Fazalpur, IP Extension, New Delhi",919212199888,4.3,450,Nawabi Paneer|Veg Korma|Firni|Basmati Rice|Egg Biryani|Kababs|,East Delhi,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,High Rating and Medium Cost,0
Pizza Hut,"Shop P/37/38, 281, Ground Floor, Pandav Nagar, Mayur Vihar Phase 1, New Delhi",918588812413,3.7,800,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and High Cost,2
Sagar Ratna,"P 19/20, 1st Floor, Pandav Nagar, New Delhi",917428386445,4.2,600,None,East Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and High Cost,4
Hira Sweets,"E-60, Vikas Marg, Laxmi Nagar, New Delhi",911122469755,4.0,500,Fruit Rabri|Balushahi|Matar Kachori|Stuffed Aloo|Kaju Katli|Kalakand|,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Low Rating and Medium Cost,5
Subway,"G-7,8,9, Sikka Plaza 2, Near Ahlcon Public School, Mayur Vihar Phase 1, New Delhi",919953680840,4.2,400,Customizable submarine sandwiches and salads|,East Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,High Rating and Medium Cost,0
Singla's,"A-139/140, Main Road, Madhu Vihar, Near Hasanpur Depot, IP Extension, New Delhi",911122232323,4.1,500,Kaju Barfi|Puri Sabzi|Kaju Katli|Golgappe|Raj Kachori|Veg Chowmein|,East Delhi,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Mariyan Restaurant,"A-1220/1221, Gharoli Dairy Colony, Mayur Vihar Phase 3, New Delhi",918447127533,3.7,400,None,East Delhi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,Low Rating and Medium Cost,5
Aashirwad Restaurant,"B-31/125, Gali 4, Mangal Bazar Road, Guru Nanak Pura, Laxmi Nagar, New Delhi",919821901135,3.8,150,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
China Town,"DAV Complex, Samachar Market, Mayur Vihar Phase 1, New Delhi",911165411476,3.8,400,None,East Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
If Pizza,"Shop B 63, Ganesh Nagar, Near Pal Book Depot, Pandav Nagar, New Delhi",918744904490,4.3,300,None,East Delhi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,High Rating and Medium Cost,0
Jeet Punjabi Dhaba,"Shop 97, Village Kotla, Mayur Vihar Phase 1, New Delhi",919999052959,3.9,350,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
Balaji Bhojanalya,"Plot A 421, Block A, New Ashok Nagar, Vasundhara Enclave, New Delhi",919540129977,3.9,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
Nirula's,"Shop G-3, Plot 5, Ground Floor, Ashish Complex, L.S.C, Opposite Anand Lok Society, Mayur Vihar Phase 1, New Delhi",917303546700,4.0,600,None,East Delhi,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and High Cost,4
Scorpio Cafe,"G-4, Durga Complex, Pocket B, Mayur Vihar Phase 2, New Delhi",919999187293,4.1,0,Pocket friendly quick bites|,East Delhi,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,High Rating and Low Cost,1
Haryana Sweets & Restaurant,"D 132, South Ganesh Nagar, Opposite Mother Dairy, Pandav Nagar, New Delhi",919810106977,4.1,250,Palak Paneer|Lassi|Chole|Thali|Dal Makhani|,East Delhi,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Roll Hub,"Shop 2, P 40, Mayur Vihar Phase 1, New Delhi",919667300551,4.2,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,High Rating and Medium Cost,0
Haldiram's,"90, Upper Ground, Parsavnath Mall, Metro Station, Link Road, Pandav Nagar, New Delhi",919873611958,4.1,450,Paneer Cutlets|Rabri Rasmalai|Makke Ki Roti|Rajkachori|Sev Puri|Lassi|,East Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Protein Bar Cafe,"111 B, Ground Floor, Pocket A 1, Mayur Vihar Phase 3, New Delhi",917289877864,4.1,350,None,East Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
KFC,"Shop G3, Multi Level Parking, Vasundhara Enclave, New Delhi",918042754444,4.1,400,None,East Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,High Rating and Medium Cost,0
Giani's,"A-13, Acharya Niketan Market, Opposite Bhagyawan CHS, Mayur Vihar Phase 1, New Delhi",911146648242,4.3,350,None,East Delhi,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,High Rating and Medium Cost,0
Punjabi Tadka,"27/494, Near Sawati Medical Store, Trilokpuri, New Delhi",919968505539,3.4,100,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Yaara Di Chaap,"B-1/10, New Ashok Nagar, Vasundhara Enclave, New Delhi",919354708435,3.9,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,Low Rating and Medium Cost,5
The Burger Company,"A - 76, Vikas Marg, Laxmi Nagar, New Delhi",919711500668,3.9,500,None,East Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Low Rating and Medium Cost,5
Burger Singh - Big Punjabi Burgers,"Shop 2, Ground Floor, Mayur Vihar Phase 1, New Delhi",918826456808,4.2,150,None,East Delhi,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,High Rating and Low Cost,1
Udupidarshini Veg Restaurant,"C-24/A, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",919643686168,4.3,300,None,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Granny's Flavour,"R-131, Super Shine Chowk, East Vinod Nagar, Mayur Vihar Phase 2, New Delhi",918882643499,4.0,300,Bedmi Puri|Aloo Paratha|Rajma Chawal|Tawa Roti|Kachori|Mix Veg|,East Delhi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Low Rating and Medium Cost,5
Shakil Chicken Corner,"B 208, B block, Hastsal Colony, Uttam Nagar, New Delhi",919013361670,4.0,150,None,West Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,Low Rating and Low Cost,3
Biryani Blues,"A 44, Ground Floor, Rajouri Garden, New Delhi",918010801000,4.2,300,None,West Delhi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,High Rating and Medium Cost,0
Gulab,"A-44, Ground Floor, Rajouri Garden, New Delhi",918920762015,3.8,150,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Subway,"J 57, Ground Floor, Frontside, Bander Wali Khui, Ramesh Nagar, Kirti Nagar, New Delhi",919871194501,4.1,400,Wrap|Salad|Sauce|Chicken|,West Delhi,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,High Rating and Medium Cost,0
Ramji Di Hatti & Caterers,"BE 324, Hari Nagar, Gali 4, Opposite M.I.G. Flats, Mayapuri Phase 2, New Delhi",919650438007,4.1,400,Chur Chur Naan Thali|Lassi|Chole Bhature|Raita|,West Delhi,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,High Rating and Medium Cost,0
Burger King,"J-1/162, Ground Floor, Rajouri Garden, New Delhi",911140523618,4.3,400,None,West Delhi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,High Rating and Medium Cost,0
24 Hrs Tawa V/s Tandoor,"H A-44, Ground Floor, Block A2, Rajouri Garden, New Delhi",919911441046,3.9,200,None,West Delhi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low Rating and Low Cost,3
Burger Singh - Big Punjabi Burgers,"Shop 60, 61, J Block, DDA Market, Rajouri Garden, New Delhi",918767121212,4.1,300,None,West Delhi,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,High Rating and Medium Cost,0
Sagar Ratna,"2nd & 3rd Floor, Metro Pillar Number 421, Najafgarh Road, Block�Z, Tagore Garden, New Delhi",917428386413,4.0,250,None,West Delhi,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,Low Rating and Low Cost,3
